ENSEMBL_Genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000179820,3164.855766,0.402740298,0.124204798,3.242550248,0.001184651,0.016095699
ENSG00000214797,20.72030681,1.09764992,0.338869379,3.239153455,0.001198851,0.016278458
ENSG00000181016,330.9279769,-0.534169017,0.164936049,-3.238643213,0.001200997,0.016297425
ENSG00000279946,19.77442175,-1.295811646,0.400251791,-3.237491185,0.001205857,0.016353161
ENSG00000058085,55.01564406,-1.207942167,0.3731349,-3.237280045,0.001206749,0.016355064
ENSG00000144791,4101.932266,0.436840859,0.134953331,3.236977235,0.00120803,0.016361467
ENSG00000168175,5944.139059,-0.322478724,0.099628477,-3.236812747,0.001208727,0.016361467
ENSG00000072364,13604.35103,-0.448521506,0.138613328,-3.235774743,0.001213131,0.016401403
ENSG00000274156,42.91351141,-0.886802149,0.274062875,-3.235761681,0.001213186,0.016401403
ENSG00000236754,25.25903821,-1.087583492,0.33619408,-3.234987038,0.001216483,0.016435745
ENSG00000050767,481.7770903,1.375262343,0.425297482,3.233647978,0.0012222,0.016491915
ENSG00000120885,313.0386305,-1.007909395,0.311710344,-3.23348074,0.001222916,0.016491915
ENSG00000214176,4133.179482,0.261347354,0.080824084,3.23353315,0.001222691,0.016491915
ENSG00000171724,7.403857276,-1.421648382,0.439800243,-3.232486578,0.001227179,0.016539147
ENSG00000011198,1371.158293,0.841495783,0.260423988,3.231252961,0.001232488,0.016600408
ENSG00000109111,14912.86351,-0.241850252,0.074853303,-3.230989725,0.001233624,0.016605416
ENSG00000144959,2698.598242,1.133149249,0.350964479,3.228672173,0.001243664,0.016730201
ENSG00000126216,2181.384991,0.391451443,0.121282508,3.227600154,0.001248333,0.016782633
ENSG00000265298,500.1909921,0.442346022,0.137058776,3.227418449,0.001249126,0.016782917
ENSG00000169946,33.0661318,-1.407609132,0.436194417,-3.227022348,0.001250857,0.016795786
ENSG00000183625,215.5254281,1.079801944,0.334711842,3.226064357,0.001255051,0.01682106
ENSG00000228804,225.6461018,-0.895809803,0.277679018,-3.226062272,0.00125506,0.01682106
ENSG00000263874,220.1994418,0.657251309,0.203715843,3.226314159,0.001253956,0.01682106
ENSG00000092439,8550.910146,-0.488906448,0.151584801,-3.225299928,0.001258408,0.016855528
ENSG00000232618,67.30781167,-1.143687876,0.354638064,-3.224943945,0.001259973,0.016866109
ENSG00000272449,880.3463118,-1.184457607,0.367425796,-3.223664806,0.001265614,0.016931196
ENSG00000139970,799.6509966,0.977815643,0.303391694,3.222947962,0.001268786,0.016963185
ENSG00000083444,1417.588947,0.904127286,0.280566386,3.22250751,0.001270738,0.016978845
ENSG00000120833,363.0186508,-1.039998595,0.322770919,-3.222095096,0.001272569,0.01699286
ENSG00000076641,23160.5275,-0.637321036,0.197852223,-3.221197248,0.001276563,0.017035724
ENSG00000237181,382.0331169,-0.769061033,0.238819861,-3.220255762,0.001280763,0.017081289
ENSG00000158669,7210.605175,-0.576286233,0.178976898,-3.21989172,0.00128239,0.017082035
ENSG00000168884,4993.98651,-0.498437905,0.154798075,-3.219923151,0.00128225,0.017082035
ENSG00000149483,6196.419811,0.750800731,0.233209053,3.21943219,0.001284447,0.01709896
ENSG00000158104,138.3828688,-1.222551864,0.380002927,-3.217216969,0.001294407,0.017220996
ENSG00000087053,1337.716444,-0.304107392,0.094547077,-3.21646528,0.001297802,0.017255612
ENSG00000100300,3768.077604,0.578888543,0.179997083,3.216099587,0.001299457,0.017267055
ENSG00000131100,10490.64221,-0.541604757,0.168434515,-3.215521214,0.001302079,0.017291319
ENSG00000172716,3873.092718,0.545227718,0.169588964,3.214995274,0.001304467,0.017291497
ENSG00000182944,21099.83187,-0.304426644,0.094679579,-3.215335825,0.00130292,0.017291497
ENSG00000220349,20.62170823,-1.356471351,0.421920505,-3.214992715,0.001304478,0.017291497
ENSG00000101346,2697.625516,-0.442126691,0.13757339,-3.21375152,0.00131013,0.01735554
ENSG00000141497,706.1161634,1.031955782,0.32114075,3.213406523,0.001311705,0.01735554
ENSG00000167528,4405.638836,0.532619986,0.165743701,3.213515701,0.001311206,0.01735554
ENSG00000183023,1235.5414,1.303991497,0.406074789,3.211210183,0.001321772,0.017478106
ENSG00000218809,52.75672447,-1.027004794,0.319882538,-3.210568483,0.001324727,0.017498082
ENSG00000225422,736.7205199,-0.833671577,0.259667693,-3.210532534,0.001324893,0.017498082
ENSG00000162889,18502.86227,-0.475303969,0.148076738,-3.209848986,0.001328047,0.017524681
ENSG00000182606,4970.029767,-0.275218034,0.085744466,-3.209746889,0.001328519,0.017524681
ENSG00000159374,24.34970312,1.363158377,0.425021661,3.207268008,0.001340021,0.017665685
ENSG00000180902,2577.068814,-0.380789299,0.118768179,-3.206155902,0.001345211,0.017723357
ENSG00000220412,18.84171859,-1.239447651,0.38681723,-3.204220374,0.001354288,0.017832139
ENSG00000114268,853.28134,1.119888884,0.349551857,3.203784679,0.001356339,0.017848334
ENSG00000092847,5985.272975,0.489109602,0.152737645,3.202285873,0.001363416,0.017930614
ENSG00000276462,415.0502311,-1.15280999,0.360158906,-3.200837107,0.00137029,0.018010114
ENSG00000127946,11573.82894,-0.506535222,0.15826549,-3.2005412,0.001371698,0.018017724
ENSG00000165694,30.12342274,-0.991157705,0.309786186,-3.199489679,0.001376711,0.018072659
ENSG00000174799,4089.247218,-0.747863059,0.233768247,-3.19916442,0.001378265,0.018082143
ENSG00000114656,48.3415844,1.18918902,0.371817026,3.198317818,0.001382318,0.018113454
ENSG00000154736,10.8793652,-1.410315773,0.440948229,-3.19837042,0.001382066,0.018113454
ENSG00000244071,30.0213383,-0.96278317,0.301054945,-3.198031408,0.001383692,0.018120532
ENSG00000136603,26758.42303,-0.41869641,0.13100049,-3.196143838,0.001392777,0.018226456
ENSG00000166986,7751.810993,-0.266532366,0.083395535,-3.196002841,0.001393457,0.018226456
ENSG00000023171,1198.516761,-0.593222393,0.185636401,-3.195614603,0.001395334,0.01822906
ENSG00000138663,1760.983266,-0.359843611,0.112600941,-3.195742492,0.001394715,0.01822906
ENSG00000156381,485.1617237,-0.396302066,0.124024033,-3.195365086,0.001396541,0.018233871
ENSG00000118855,6746.243685,0.86390531,0.270416099,3.19472588,0.001399637,0.01826068
ENSG00000169299,1001.378895,0.441148348,0.138092122,3.194594603,0.001400274,0.01826068
ENSG00000139973,6.757257246,-1.396888309,0.437384601,-3.193729969,0.001404474,0.018304476
ENSG00000152217,645.1906893,-0.535592855,0.167763634,-3.192544424,0.001410253,0.018368771
ENSG00000001036,1125.802305,0.732126234,0.229525284,3.189741109,0.001424003,0.018536767
ENSG00000012779,6825.812681,1.168594811,0.36657082,3.187910081,0.001433051,0.018632233
ENSG00000149269,4610.911043,0.701243505,0.2199662,3.187960258,0.001432802,0.018632233
ENSG00000123374,1857.122399,-0.394989342,0.123915649,-3.187566266,0.001434756,0.018643249
ENSG00000225828,1018.05466,0.348591967,0.109405168,3.18624773,0.001441311,0.018717243
ENSG00000164136,748.4616315,-0.841075936,0.263994748,-3.185957072,0.00144276,0.018724872
ENSG00000259626,12.39213321,-1.406237644,0.441547009,-3.18479712,0.001448555,0.018788868
ENSG00000148483,100.3032813,1.193459342,0.37484512,3.18387323,0.001453186,0.018837698
ENSG00000166455,62.43657325,-0.787398859,0.247675411,-3.179156358,0.001477044,0.019135553
ENSG00000003989,9.396805744,1.381566244,0.434859781,3.177038452,0.001487873,0.019264367
ENSG00000109066,1194.95937,0.366246637,0.115296962,3.176550637,0.001490378,0.01928531
ENSG00000184454,17.40923073,-1.136575376,0.35785316,-3.176094279,0.001492724,0.019304184
ENSG00000164506,5008.343633,-0.325656692,0.102597388,-3.174122633,0.001502902,0.019424246
ENSG00000274929,13.10902482,1.300045906,0.409847378,3.172024455,0.001513803,0.019553508
ENSG00000110436,1680.917832,-1.247973241,0.393476812,-3.171656382,0.001515722,0.01956668
ENSG00000121281,15733.78263,0.567627292,0.179093373,3.169448888,0.001527283,0.019704219
ENSG00000158270,114.961362,1.13884826,0.359378264,3.168940292,0.001529958,0.019727024
ENSG00000115738,8100.609491,-0.877898791,0.277222199,-3.166769446,0.001541425,0.019839399
ENSG00000135424,366.2053304,-0.964969144,0.304721895,-3.166720732,0.001541683,0.019839399
ENSG00000175274,2802.443181,0.643976476,0.203365287,3.166599796,0.001542324,0.019839399
ENSG00000181804,822.212452,0.922619219,0.291315151,3.167082852,0.001539764,0.019839399
ENSG00000127220,968.1990311,0.6753284,0.213365735,3.165121143,0.001550184,0.01992871
ENSG00000140678,56493.05767,-0.549248071,0.173601494,-3.163844155,0.001557001,0.020004524
ENSG00000267436,641.5006126,0.457835418,0.144743218,3.16308718,0.001561056,0.020044767
ENSG00000198431,26585.08375,-0.535525607,0.169341474,-3.162400756,0.001564741,0.020080222
ENSG00000256826,5.636753545,1.393719897,0.440819436,3.161657091,0.001568742,0.020119692
ENSG00000176177,64.81376449,-0.782934343,0.247723709,-3.160514367,0.001574908,0.020186871
ENSG00000232680,70.13156747,-1.028551817,0.325506487,-3.159850437,0.001578501,0.020221004
ENSG00000233038,108.6814666,1.304143566,0.413116889,3.156839141,0.001594893,0.020418951
ENSG00000225889,850.2412526,0.894431925,0.283467986,3.155319008,0.001603227,0.020513568
ENSG00000106853,914.2645137,-0.617134443,0.195717259,-3.153193784,0.001614946,0.020651355
ENSG00000159189,84.90004747,1.25122386,0.396943451,3.152146375,0.00162075,0.020713395
ENSG00000271734,56.79966644,-0.770604394,0.244501498,-3.1517369,0.001623024,0.020730275
ENSG00000104903,1395.064607,0.807396675,0.256358971,3.149476965,0.00163563,0.020879014
ENSG00000139178,1467.03562,0.464236229,0.147410836,3.149268006,0.0016368,0.020881689
ENSG00000171811,17.16857749,-1.201354118,0.381565306,-3.148488869,0.00164117,0.020915136
ENSG00000176076,700.7022513,-1.265836707,0.402049804,-3.148457469,0.001641346,0.020915136
ENSG00000279862,25.90643363,-1.189902148,0.3779769,-3.148081665,0.001643458,0.020929776
ENSG00000157224,287.6335833,-0.701430498,0.222860184,-3.147401592,0.001647285,0.020953972
ENSG00000198053,55975.57896,-0.771009475,0.244965397,-3.147421988,0.001647171,0.020953972
ENSG00000136235,22944.27491,1.372707178,0.436407285,3.14547265,0.001658187,0.021080308
ENSG00000264230,27.66297464,-1.389346547,0.441792897,-3.144791502,0.001662052,0.021117099
ENSG00000034713,11853.09477,-0.910996327,0.289892427,-3.142532336,0.001674932,0.021268311
ENSG00000179833,4492.027207,-0.295950932,0.094186607,-3.142176373,0.00167697,0.021281756
ENSG00000118523,32.15352327,-1.289487598,0.410468221,-3.141504097,0.001680825,0.021318229
ENSG00000160796,27730.16564,-0.405238122,0.129097985,-3.138996492,0.001695275,0.021488967
ENSG00000166340,38948.91334,-0.606098624,0.193125261,-3.13837051,0.0016989,0.021522368
ENSG00000079482,31.66798241,1.252826251,0.399446648,3.136404469,0.001710331,0.021641965
ENSG00000277978,103.4589004,0.632293157,0.201592947,3.136484525,0.001709865,0.021641965
ENSG00000105419,27.30114497,1.125639881,0.359082122,3.134770053,0.001719889,0.021750239
ENSG00000214106,996.1441555,-0.426927748,0.136213563,-3.13425284,0.001722923,0.021775947
ENSG00000138944,57.47722354,-1.356309113,0.432899102,-3.133083683,0.001729801,0.021850173
ENSG00000112304,1859.250535,0.282259429,0.090101252,3.132691523,0.001732114,0.021866679
ENSG00000164088,4083.040794,0.667071237,0.213021235,3.131477656,0.00173929,0.021931804
ENSG00000179299,217.5793317,0.783180129,0.250096528,3.131511404,0.00173909,0.021931804
ENSG00000119457,89.80244934,1.271241481,0.405981517,3.1312792,0.001740466,0.021933908
ENSG00000185052,282.9469522,-1.083547269,0.346096346,-3.130767727,0.0017435,0.021959413
ENSG00000100889,1462.429971,0.826251645,0.26398622,3.129904457,0.001748632,0.021985832
ENSG00000120694,3551.203974,-0.514570444,0.164386756,-3.130242707,0.001746619,0.021985832
ENSG00000275532,50.12992293,-0.990162632,0.316345635,-3.130002511,0.001748048,0.021985832
ENSG00000265808,14250.70753,-0.414529234,0.132496836,-3.128597241,0.001756429,0.022071102
ENSG00000139508,1066.983067,0.398318051,0.127397066,3.126587325,0.00176848,0.022209695
ENSG00000118160,21.78566969,-1.274790455,0.407784664,-3.126136337,0.001771194,0.022212236
ENSG00000121769,31.2784131,1.299369504,0.41567684,3.125912681,0.001772542,0.022212236
ENSG00000279204,18.05493439,-1.210078789,0.387062523,-3.126313492,0.001770127,0.022212236
ENSG00000280091,416.624338,-1.097768751,0.351187673,-3.12587495,0.001772769,0.022212236
ENSG00000186815,4167.506792,0.803495618,0.257163526,3.124454042,0.001781353,0.022306937
ENSG00000182871,3285.590104,0.994290426,0.318326648,3.123491021,0.001787193,0.022367181
ENSG00000134369,2049.848132,-1.096077148,0.350950004,-3.123171782,0.001789133,0.022378573
ENSG00000101888,1378.591637,-0.416203272,0.133313678,-3.121984766,0.001796362,0.022456079
ENSG00000110665,1260.786622,0.786345174,0.252026383,3.1200907,0.001807954,0.022587991
ENSG00000231856,212.2993128,-0.767704116,0.246097513,-3.119511876,0.00181151,0.022619418
ENSG00000135124,6896.815049,-0.953322547,0.30584423,-3.117019882,0.001826893,0.022798402
ENSG00000233029,44.58706929,1.137195071,0.364965315,3.115899033,0.001833851,0.022872103
ENSG00000157212,1546.438061,-0.52725758,0.169479454,-3.111041292,0.001864289,0.023238401
ENSG00000181982,339.8293144,0.996939402,0.320524086,3.110341614,0.001868711,0.023280175
ENSG00000126106,508.8310869,0.431576425,0.138771516,3.109978449,0.00187101,0.023295467
ENSG00000169026,580.0685379,0.825993767,0.265704469,3.10869354,0.001879165,0.023383614
ENSG00000108846,3211.37054,0.907287949,0.291887655,3.108346421,0.001881374,0.023388796
ENSG00000139926,201.5224993,-0.96796343,0.311424503,-3.108180057,0.001882433,0.023388796
ENSG00000279838,558.065688,-0.821045451,0.26416135,-3.10812104,0.001882809,0.023388796
ENSG00000099783,17013.40318,-0.303029222,0.097517011,-3.107449865,0.00188709,0.023428582
ENSG00000105612,3137.388391,0.901741596,0.290356911,3.105631597,0.001898731,0.023547053
ENSG00000140941,10678.44972,-0.384608938,0.123842841,-3.105621079,0.001898799,0.023547053
ENSG00000234511,170.2842182,-0.544799137,0.175537816,-3.10359983,0.001911817,0.02369498
ENSG00000132003,6121.533153,-0.713658158,0.230114393,-3.101319089,0.001926606,0.02386466
ENSG00000198324,545.2314867,0.572899853,0.184825081,3.099686747,0.001937254,0.023982897
ENSG00000059915,772.8514121,-0.438086771,0.141414548,-3.097890399,0.001949035,0.024115009
ENSG00000176714,53.75341851,0.973918488,0.314651893,3.095225267,0.001966635,0.024318926
ENSG00000049249,2027.550085,-0.810763608,0.26195502,-3.095048942,0.001967804,0.024319554
ENSG00000186432,7945.371063,-0.285084007,0.092127521,-3.094450004,0.001971782,0.024343729
ENSG00000273451,12.95282459,-1.269806083,0.410353878,-3.094417162,0.001972,0.024343729
ENSG00000130368,106.8460781,-1.361629798,0.440373157,-3.09199091,0.001988189,0.024529653
ENSG00000259225,74.39170776,0.908820085,0.294044696,3.090754904,0.001996484,0.024618013
ENSG00000124782,5176.758651,0.514952571,0.166755619,3.088067278,0.002014629,0.02482767
ENSG00000120129,15710.93093,-0.872006458,0.282600114,-3.085655008,0.002031043,0.025015779
ENSG00000103994,10263.45447,0.396080431,0.128401043,3.084713513,0.002037483,0.025080886
ENSG00000189127,13.26329541,-1.211974298,0.39308253,-3.083256581,0.002047485,0.025189748
ENSG00000120306,3652.888904,-0.745053233,0.241790124,-3.081404732,0.002060264,0.025332623
ENSG00000225873,68.77920187,1.19433344,0.387834987,3.079488644,0.002073563,0.02548173
ENSG00000124120,2844.048165,-0.42284696,0.137324644,-3.079177546,0.002075729,0.025493944
ENSG00000140931,4548.095234,0.498918095,0.162039429,3.07899194,0.002077023,0.025495428
ENSG00000104447,1985.200865,0.550166542,0.178726549,3.078258629,0.002082141,0.025543831
ENSG00000257410,203.7138295,-0.933048847,0.303153534,-3.077809569,0.002085281,0.025567924
ENSG00000214113,633.9068183,-0.485140016,0.157693739,-3.076469743,0.002094676,0.025668632
ENSG00000132591,1275.950324,-0.305041613,0.099218078,-3.074455983,0.002108868,0.025827994
ENSG00000148660,3160.073419,0.32235758,0.10486974,3.073885556,0.002112905,0.025857193
ENSG00000171681,11667.05364,-0.422884269,0.137578824,-3.073759868,0.002113795,0.025857193
ENSG00000175352,1573.848266,-0.528298025,0.171881646,-3.073615121,0.002114821,0.025857193
ENSG00000164647,9.160934202,-1.357341424,0.441638875,-3.073419258,0.002116209,0.025859627
ENSG00000159840,17026.59546,0.577329021,0.187859841,3.073190187,0.002117835,0.025864948
ENSG00000177173,191.4005943,-0.761921636,0.248050859,-3.071634737,0.002128901,0.025970915
ENSG00000197748,27.49004752,-0.97337443,0.316874842,-3.071794602,0.002127761,0.025970915
ENSG00000166920,61249.50158,-0.815998077,0.265727971,-3.070802352,0.002134844,0.026028815
ENSG00000151012,51186.61273,-0.616240641,0.200788893,-3.069097253,0.002147067,0.026133867
ENSG00000165879,1429.844511,0.708495669,0.230836538,3.069252709,0.00214595,0.026133867
ENSG00000259342,450.9409305,-0.713084286,0.232329963,-3.069273875,0.002145798,0.026133867
ENSG00000171928,1552.827482,-0.427803412,0.139422368,-3.068398691,0.002152093,0.026180384
ENSG00000137801,394069.7282,0.774951046,0.25260563,3.067829669,0.002156195,0.026200961
ENSG00000148840,3183.685407,-0.388898201,0.126765305,-3.067859935,0.002155976,0.026200961
ENSG00000118094,65.96679897,-0.777720495,0.253530622,-3.067560391,0.002158138,0.026209929
ENSG00000158488,5.566338988,1.328110669,0.433054445,3.066844558,0.002163313,0.026258105
ENSG00000143147,142.8057196,-0.806562888,0.263030551,-3.066422838,0.002166367,0.0262805
ENSG00000112773,1265.866853,0.57002836,0.18595874,3.065348581,0.002174164,0.026360379
ENSG00000118785,1026.130268,0.998651158,0.325812396,3.065110998,0.002175892,0.026366623
ENSG00000100902,2756.858,-0.484681459,0.158193573,-3.063850512,0.002185081,0.026463214
ENSG00000168329,1211.331354,0.854316759,0.278915044,3.062999924,0.002191301,0.026523773
ENSG00000149534,63.88535103,-1.19618431,0.390559109,-3.06274846,0.002193143,0.026531297
ENSG00000055483,6786.830853,-0.296080416,0.096682795,-3.062389898,0.002195772,0.026548329
ENSG00000169855,148.6976174,-0.710189525,0.231922609,-3.062183233,0.002197289,0.026551899
ENSG00000120262,347.5834782,0.889280087,0.290509058,3.061109668,0.002205183,0.026632486
ENSG00000131669,35200.01558,-0.743325727,0.242845259,-3.060902778,0.002206707,0.026636097
ENSG00000075240,4002.131448,0.915506412,0.299324466,3.058575283,0.002223922,0.026795773
ENSG00000089692,895.9824375,-0.845715235,0.27649442,-3.058706335,0.002222949,0.026795773
ENSG00000179840,110.1919127,-1.015905444,0.33218173,-3.058282115,0.002226099,0.026795773
ENSG00000196511,583.2752214,0.528784757,0.172889029,3.058521176,0.002224324,0.026795773
ENSG00000237476,11.0843325,1.302034738,0.425720266,3.058427898,0.002225016,0.026795773
ENSG00000163251,334.3233091,0.883460304,0.288918347,3.057820014,0.002229534,0.026822274
ENSG00000224776,37.19896738,-1.324511826,0.433209836,-3.057437101,0.002232385,0.026841712
ENSG00000131584,1627.258713,0.453583445,0.148366739,3.057177437,0.00223432,0.026850125
ENSG00000231841,37.36250403,-1.039441323,0.340094486,-3.056331012,0.002240637,0.02691117
ENSG00000250687,58.77856719,1.067231947,0.349227332,3.055980585,0.002243258,0.026927765
ENSG00000025039,2926.492214,-0.574745107,0.188107661,-3.055405108,0.002247567,0.026964604
ENSG00000138080,1650.510986,-1.109046912,0.363091023,-3.054459741,0.002254663,0.027034811
ENSG00000163468,5806.222211,-0.296959172,0.097244519,-3.053736864,0.002260102,0.027085095
ENSG00000119711,865.853727,0.328069534,0.107481885,3.052323955,0.002270769,0.027188973
ENSG00000261471,55.24222167,0.837240641,0.2743021,3.052257499,0.002271272,0.027188973
ENSG00000261832,17.05098033,-1.163129791,0.381093115,-3.052088176,0.002272553,0.027189343
ENSG00000204839,193.5556465,0.728750706,0.238871481,3.050806665,0.002282275,0.027290634
ENSG00000140406,4112.763417,-0.444539941,0.145759976,-3.049808002,0.002289877,0.027366485
ENSG00000225111,39.97193612,-0.871982994,0.285993596,-3.048959855,0.002296352,0.027428785
ENSG00000259661,941.9138772,0.445525572,0.146172158,3.047950981,0.002304075,0.027505924
ENSG00000139132,1561.18759,0.852598557,0.279965615,3.045368831,0.002323951,0.027727978
ENSG00000183323,562.147161,0.445572613,0.146451354,3.042461545,0.002346518,0.027981873
ENSG00000107593,9.316955019,1.33232568,0.438076898,3.041305498,0.002355547,0.028058759
ENSG00000261602,70.54681762,-0.853222611,0.280541706,-3.041339642,0.00235528,0.028058759
ENSG00000174837,26905.48377,-1.040018337,0.342069388,-3.040372433,0.002362858,0.028130428
ENSG00000186827,757.1919606,-0.738854359,0.243092265,-3.039398884,0.002370508,0.028206057
ENSG00000102471,168.5797543,-0.496462465,0.163410287,-3.038134714,0.002380475,0.02829743
ENSG00000113448,7246.952931,-0.438750246,0.144416245,-3.038094821,0.00238079,0.02829743
ENSG00000137474,279.9426875,1.103760371,0.363397465,3.037336467,0.002386789,0.028353224
ENSG00000168779,16.54249331,1.192276337,0.39257179,3.037091224,0.002388732,0.028360805
ENSG00000075035,4.680914213,1.328173727,0.437435074,3.036276254,0.002395198,0.028422058
ENSG00000231826,27.38427601,1.065949624,0.351195704,3.035201204,0.002403753,0.028493075
ENSG00000281358,242.2009439,0.649997294,0.214153407,3.03519474,0.002403804,0.028493075
ENSG00000121577,229.3586374,-0.55536177,0.183008356,-3.034625211,0.002408348,0.028531373
ENSG00000135678,4698.18877,-1.035741088,0.341362046,-3.034142488,0.002412205,0.028561502
ENSG00000259877,262.3886738,0.448662237,0.147895956,3.033634251,0.002416272,0.028594084
ENSG00000229740,7.083966989,-1.339603572,0.441919428,-3.03132989,0.002434791,0.02879756
ENSG00000178127,596.7020027,-0.833407545,0.275228492,-3.028056936,0.002461317,0.029095472
ENSG00000163171,9233.442653,-0.375887238,0.12414392,-3.027834448,0.00246313,0.029101076
ENSG00000160714,6209.088974,-0.340195412,0.112368296,-3.027503509,0.002465829,0.029110725
ENSG00000179428,31.34487366,-1.10180369,0.363943163,-3.027405927,0.002466625,0.029110725
ENSG00000132507,13903.32847,-0.529958016,0.175115154,-3.026340115,0.002475337,0.029197694
ENSG00000133805,13756.26552,-0.718067958,0.237329951,-3.025610357,0.002481318,0.029252375
ENSG00000155252,3593.341677,0.66081075,0.218422997,3.025371681,0.002483278,0.029259604
ENSG00000107937,2615.137989,-0.400076183,0.132274256,-3.024595988,0.002489655,0.029314941
ENSG00000149781,32615.53046,-0.480842124,0.158983797,-3.024472521,0.002490671,0.029314941
ENSG00000111237,3037.26794,0.296107547,0.097930938,3.023636391,0.002497564,0.029362344
ENSG00000154127,4505.563281,0.600309882,0.19854848,3.023492717,0.00249875,0.029362344
ENSG00000196542,11.50033071,1.212030731,0.400859696,3.023578431,0.002498043,0.029362344
ENSG00000253125,12.94605615,-1.213387133,0.401476329,-3.022313013,0.00250851,0.029461102
ENSG00000149932,2207.892532,0.49645586,0.164279313,3.02202299,0.002510915,0.029473421
ENSG00000105695,8.292307634,1.310536493,0.433705217,3.021721764,0.002513415,0.029475567
ENSG00000135709,7184.194467,0.773881029,0.256123851,3.021510977,0.002515165,0.029475567
ENSG00000198382,3399.609258,-0.489258887,0.161924339,-3.021527774,0.002515026,0.029475567
ENSG00000168268,2059.776347,1.089567383,0.360695997,3.020736002,0.002521611,0.029535185
ENSG00000178567,6120.458845,-0.473001556,0.156613777,-3.020178463,0.002526258,0.029573677
ENSG00000006704,116.5410615,0.697827223,0.231071153,3.019966856,0.002528023,0.029578419
ENSG00000167962,3713.281155,-0.337254133,0.111698622,-3.019322243,0.002533409,0.029625487
ENSG00000168118,1039.209517,0.342147002,0.11339898,3.017196473,0.002551244,0.029818007
ENSG00000146828,5007.901872,0.51098166,0.169417274,3.016113095,0.002560377,0.029908675
ENSG00000138166,3319.653004,-0.998970974,0.33132848,-3.015047106,0.002569393,0.029997876
ENSG00000204001,8.518641141,1.285322012,0.426361587,3.014629014,0.002572938,0.030016184
ENSG00000233728,38.52376318,-0.948341266,0.314589421,-3.014536417,0.002573723,0.030016184
ENSG00000085872,5379.128208,-0.296865946,0.098505113,-3.013711052,0.002580735,0.030081818
ENSG00000052749,1456.662991,-0.432162235,0.143429242,-3.013069226,0.002586199,0.030129359
ENSG00000076067,588.8214713,0.866625945,0.28764695,3.012811172,0.002588399,0.030138838
ENSG00000106034,63.22596778,1.068790563,0.354809032,3.012298071,0.002592779,0.030157526
ENSG00000125968,22.22637217,-1.163266138,0.386155343,-3.012430518,0.002591648,0.030157526
ENSG00000106799,8620.688741,0.430079557,0.142808551,3.011581254,0.002598908,0.030180379
ENSG00000162852,3806.015809,-0.256745989,0.085252134,-3.011607757,0.002598682,0.030180379
ENSG00000272398,681.9537506,0.609304995,0.202299253,3.011899383,0.002596186,0.030180379
ENSG00000085831,50.91924864,-0.935579871,0.31069046,-3.011292557,0.002601381,0.030192962
ENSG00000197594,34.01988172,-0.935408187,0.310948419,-3.008242302,0.002627635,0.030481413
ENSG00000134086,8273.992407,-0.274340518,0.091211919,-3.007726643,0.002632098,0.030516892
ENSG00000074319,3788.433736,-0.378955685,0.126024889,-3.006990836,0.002638477,0.030558261
ENSG00000196946,60.79730048,-1.075678279,0.357724179,-3.00700468,0.002638357,0.030558261
ENSG00000269926,3570.169549,-0.890552059,0.296289685,-3.005680263,0.002649875,0.030673923
ENSG00000132522,1565.409771,-0.286703943,0.095398473,-3.005330534,0.002652924,0.030692874
ENSG00000072682,114.6920638,-1.008350587,0.335695301,-3.003767354,0.002666591,0.030834591
ENSG00000183010,104.0766258,-0.84013602,0.279905706,-3.001496585,0.002686561,0.031048984
ENSG00000168916,230.6331773,-1.05053179,0.350079579,-3.000837106,0.002692386,0.031099771
ENSG00000139946,1741.015698,0.625283008,0.208542614,2.998346454,0.002714489,0.031338437
ENSG00000133104,4939.738,-0.394690148,0.131736435,-2.996059136,0.002734934,0.031522563
ENSG00000146904,1278.280186,0.6548505,0.218574352,2.996007959,0.002735393,0.031522563
ENSG00000168404,3316.764373,-0.52397159,0.174872965,-2.99629842,0.002732789,0.031522563
ENSG00000272288,411.5947427,-0.497361883,0.166013417,-2.995913774,0.002736238,0.031522563
ENSG00000131400,92.01209376,0.600112119,0.200410234,2.994418531,0.002749685,0.031660698
ENSG00000156535,956.7938147,1.018388491,0.340176933,2.993702374,0.002756147,0.031718301
ENSG00000141096,50.86949028,0.863240808,0.288412686,2.993075027,0.002761818,0.03175975
ENSG00000230631,23.51262755,-1.253768654,0.418902989,-2.992980919,0.00276267,0.03175975
ENSG00000100139,4871.604604,-0.514550271,0.171963892,-2.992199496,0.002769752,0.031788443
ENSG00000126945,11838.49393,-0.487579128,0.162945106,-2.992290713,0.002768924,0.031788443
ENSG00000127318,10.87526415,-1.322003893,0.441837316,-2.992060299,0.002771015,0.031788443
ENSG00000156110,857.1591386,0.388229316,0.129743835,2.992275631,0.002769061,0.031788443
ENSG00000083896,9519.808829,-0.268766881,0.089850466,-2.991268625,0.00277821,0.031854169
ENSG00000110841,240.9224542,-0.607889543,0.203242864,-2.990951475,0.002781097,0.031863852
ENSG00000149968,9.694091138,-1.269665733,0.424516137,-2.990853871,0.002781986,0.031863852
ENSG00000123240,7014.499616,-0.532294812,0.178103038,-2.988690249,0.00280176,0.03207344
ENSG00000187775,1901.786291,-0.887528678,0.296983271,-2.988480379,0.002803685,0.032078583
ENSG00000259330,1032.808116,-0.702266298,0.235036568,-2.987902284,0.002808993,0.032122414
